SubID,CustomerID,PlanID,StartDate,EndDate,Status,PaymentMethod,DiscountPercent,Currency,InvoiceAmount
S037928,C12932,P001,2022-04-27,2023-03-23,Cancelled,Bank Transfer,0,EUR,164.89
S037929,C06297,P001,2022-11-12,,Active,Credit Card,15,USD,50.97
S037930,C01028,P003,2023-04-04,2024-02-28,Cancelled,PayPal,0,USD,549.89
S037931,C02622,P003,2022-08-22,2023-04-19,Cancelled,PayPal,10,USD,359.93
S037932,C04086,P001,2022-10-26,,Active,Credit Card,0,USD,104.93
S037933,C05241,P002,2021-11-25,,Active,PayPal,15,USD,50.98
S037934,C14518,P003,2022-08-09,,Active,Credit Card,0,INR,349.93
S037935,C08913,P004,2023-11-10,2024-07-07,Cancelled,Credit Card,0,USD,799.92
S037936,C00675,P001,2023-08-03,,Active,PayPal,10,USD,134.91
S037937,C09315,P003,2022-06-14,2022-11-11,Cancelled,Credit Card,5,USD,237.45
S037938,C04974,P002,2022-10-06,,Active,Bank Transfer,20,EUR,263.91
S037939,C06340,P003,2021-12-10,,Active,Bank Transfer,0,INR,549.89
S037940,C08772,P004,2021-06-16,,Active,Bank Transfer,5,INR,284.97
S037941,C10515,P001,2022-09-26,2023-09-21,Cancelled,Credit Card,0,USD,179.88
S037942,C00651,P002,2022-06-19,,Active,Credit Card,0,USD,209.93
S037943,C04242,P004,2022-01-17,,Active,Credit Card,0,USD,699.93
S037944,C04033,P003,2022-04-15,,Active,Bank Transfer,20,INR,479.9
S037945,C10611,P004,2024-01-15,2024-09-11,Cancelled,Bank Transfer,5,USD,759.92
S037946,C07184,P003,2022-05-07,,Active,Bank Transfer,5,USD,142.47
S037947,C06346,P004,2021-10-24,2021-12-23,Cancelled,PayPal,0,EUR,199.98
S037948,C12692,P001,2022-11-27,,Active,Credit Card,10,EUR,121.42
S037949,C01070,P004,2023-10-26,,Active,Bank Transfer,5,USD,379.96
S037950,C06391,P004,2021-08-03,2021-12-01,Cancelled,Credit Card,20,EUR,319.97
S037951,C04002,P001,2022-03-30,,Active,Bank Transfer,20,EUR,143.9
S037952,C08712,P003,2021-09-15,,Active,Bank Transfer,15,USD,467.41
S037953,C05192,P004,2021-12-19,2022-12-14,Cancelled,Credit Card,0,USD,1199.88
S037954,C04275,P001,2021-03-03,,Active,Bank Transfer,10,USD,94.44
S037955,C10243,P003,2023-02-14,,Active,Bank Transfer,5,USD,94.98
S037956,C08010,P003,2022-05-04,,Active,PayPal,0,USD,199.96
S037957,C10755,P003,2021-06-14,,Active,Credit Card,10,USD,89.98
S037958,C00290,P001,2021-06-06,2022-04-02,Cancelled,Bank Transfer,0,USD,149.9
S037959,C12224,P003,2023-09-24,2024-08-19,Cancelled,PayPal,0,USD,549.89
S037960,C09343,P001,2024-01-22,2024-08-19,Cancelled,PayPal,15,USD,89.19
S037961,C09600,P001,2021-08-04,,Active,PayPal,0,USD,14.99
S037962,C02755,P004,2024-03-10,,Active,Credit Card,0,USD,499.95
S037963,C04350,P001,2021-01-30,,Active,PayPal,0,USD,119.92
S037964,C05783,P003,2023-09-16,2023-11-15,Cancelled,Credit Card,5,USD,94.98
S037965,C06801,P002,2023-09-21,2024-02-18,Cancelled,Bank Transfer,10,USD,134.95
S037966,C05153,P002,2021-06-12,,Active,Bank Transfer,15,USD,50.98
S037967,C11058,P004,2022-05-10,,Active,Credit Card,10,EUR,89.99
S037968,C03329,P003,2021-04-06,,Active,Credit Card,10,USD,314.94
S037969,C03597,P004,2021-09-20,2021-11-19,Cancelled,PayPal,15,INR,169.98
S037970,C10367,P004,2021-03-13,,Active,PayPal,10,INR,899.91
S037971,C04128,P003,2022-02-16,2022-12-13,Cancelled,Credit Card,15,USD,424.92
S037972,C09130,P004,2021-06-02,,Active,Bank Transfer,10,EUR,179.98
S037973,C02829,P003,2024-03-21,2024-04-20,Cancelled,Credit Card,5,EUR,47.49
S037974,C02959,P001,2024-02-19,2024-06-18,Cancelled,Credit Card,5,INR,56.96
S037975,C05169,P002,2021-01-26,2021-11-22,Cancelled,Bank Transfer,20,EUR,239.92
S037976,C12613,P004,2022-08-09,,Active,PayPal,0,USD,199.98
S037977,C01605,P002,2022-03-16,,Active,Bank Transfer,5,USD,113.96
S037978,C10718,P003,2021-09-17,2022-03-16,Cancelled,Credit Card,0,USD,299.94
S037979,C04140,P003,2021-06-27,2022-01-23,Cancelled,Bank Transfer,10,INR,314.94
S037980,C08296,P001,2024-03-16,,Active,Bank Transfer,10,USD,121.42
S037981,C03733,P001,2021-07-10,,Active,Bank Transfer,0,INR,74.95
S037982,C03573,P003,2024-03-16,2024-05-15,Cancelled,Bank Transfer,5,USD,94.98
S037983,C00016,P001,2021-06-21,,Active,PayPal,15,USD,38.22
S037984,C09310,P001,2022-05-05,,Active,Bank Transfer,5,USD,99.68
S037985,C01314,P004,2021-02-27,,Active,Credit Card,10,INR,89.99
S037986,C14699,P002,2021-08-15,2022-05-12,Cancelled,PayPal,20,INR,215.93
S037987,C08162,P004,2024-02-03,2025-01-28,Cancelled,Credit Card,5,EUR,1139.89
S037988,C03092,P002,2021-03-19,,Active,Credit Card,10,USD,188.94
S037989,C03205,P002,2022-11-25,,Active,PayPal,0,INR,179.94
S037990,C12923,P003,2021-11-02,,Active,Bank Transfer,10,INR,134.97
S037991,C12258,P001,2021-03-15,,Active,Bank Transfer,0,USD,59.96
S037992,C14251,P003,2023-07-06,2024-02-01,Cancelled,PayPal,10,EUR,314.94
S037993,C12056,P004,2021-03-23,2021-06-21,Cancelled,PayPal,15,EUR,254.97
S037994,C10761,P001,2022-09-22,2023-08-18,Cancelled,Bank Transfer,10,USD,148.4
S037995,C00728,P003,2022-08-15,2023-01-12,Cancelled,Credit Card,0,USD,249.95
S037996,C04494,P001,2022-07-20,,Active,Credit Card,5,USD,113.92
S037997,C00286,P003,2022-03-07,,Active,PayPal,5,EUR,427.41
S037998,C01951,P002,2023-05-21,,Active,Credit Card,0,INR,89.97
S037999,C10820,P004,2023-06-12,,Active,Bank Transfer,0,USD,799.92
S038000,C05754,P004,2023-07-19,,Active,Bank Transfer,0,EUR,399.96
S038001,C11095,P002,2021-10-07,,Active,PayPal,15,USD,152.95
S038002,C11662,P002,2023-07-14,2024-06-08,Cancelled,Credit Card,0,EUR,329.89
S038003,C08740,P003,2021-05-12,2021-09-09,Cancelled,PayPal,5,USD,189.96
S038004,C07756,P001,2021-05-02,,Active,PayPal,0,EUR,119.92
S038005,C05728,P002,2022-01-09,,Active,Bank Transfer,0,USD,59.98
S038006,C14184,P003,2021-09-23,2022-09-18,Cancelled,Bank Transfer,0,EUR,599.88
S038007,C12026,P001,2021-05-12,,Active,Bank Transfer,0,INR,74.95
S038008,C07749,P002,2023-11-09,,Active,Bank Transfer,5,USD,85.47
S038009,C11469,P003,2023-07-05,,Active,Credit Card,0,USD,299.94
S038010,C04190,P001,2023-06-20,,Active,PayPal,0,USD,44.97
S038011,C04964,P004,2021-02-24,,Active,PayPal,0,EUR,799.92
S038012,C14752,P004,2022-03-15,,Active,Bank Transfer,0,INR,699.93
S038013,C06383,P003,2021-02-22,,Active,Credit Card,5,INR,474.9
S038014,C02639,P001,2021-07-27,,Active,PayPal,20,USD,95.94
S038015,C02512,P002,2023-08-17,,Active,Bank Transfer,10,INR,107.96
S038016,C14792,P002,2022-02-26,,Active,Credit Card,15,INR,254.91
S038017,C01982,P002,2023-06-21,,Active,Credit Card,15,USD,127.46
S038018,C00455,P004,2023-01-02,2023-02-01,Cancelled,Bank Transfer,20,USD,79.99
S038019,C10705,P002,2022-01-24,,Active,Credit Card,10,INR,188.94
S038020,C03354,P004,2024-02-23,,Active,PayPal,0,USD,799.92
S038021,C13808,P003,2023-10-02,2024-07-28,Cancelled,Credit Card,15,USD,424.92
S038022,C05849,P003,2023-09-10,,Active,Credit Card,10,USD,404.92
S038023,C06374,P003,2022-06-27,,Active,Bank Transfer,0,USD,499.9
S038024,C12434,P002,2023-04-01,2023-05-01,Cancelled,Credit Card,15,USD,25.49
S038025,C13779,P001,2023-04-16,,Active,PayPal,0,INR,89.94
S038026,C10044,P004,2021-07-13,,Active,Credit Card,0,USD,1199.88
S038027,C03199,P002,2021-10-04,2022-02-01,Cancelled,Bank Transfer,20,INR,95.97
S038028,C06746,P002,2023-07-24,2023-10-22,Cancelled,Credit Card,5,USD,85.47
S038029,C09050,P002,2023-04-29,2023-05-29,Cancelled,Credit Card,15,INR,25.49
S038030,C13085,P001,2023-08-25,,Active,PayPal,10,USD,13.49
S038031,C14083,P004,2024-02-06,2024-06-05,Cancelled,PayPal,0,USD,399.96
S038032,C13766,P004,2022-12-26,,Active,Bank Transfer,5,INR,569.94
S038033,C00292,P003,2022-02-01,,Active,Bank Transfer,5,USD,189.96
S038034,C07438,P002,2021-01-13,2021-06-12,Cancelled,Credit Card,10,USD,134.95
S038035,C12659,P001,2021-06-11,2021-10-09,Cancelled,Bank Transfer,0,USD,59.96
S038036,C06795,P002,2021-01-01,,Active,PayPal,10,USD,26.99
S038037,C04350,P002,2021-05-17,2021-12-13,Cancelled,Credit Card,20,USD,167.94
S038038,C06188,P002,2022-07-09,2022-09-07,Cancelled,PayPal,0,USD,59.98
S038039,C05567,P003,2022-05-10,2023-01-05,Cancelled,PayPal,10,USD,359.93
S038040,C05981,P003,2021-08-23,,Active,Credit Card,0,USD,499.9
S038041,C05659,P002,2021-03-23,2021-08-20,Cancelled,Credit Card,10,EUR,134.95
S038042,C09125,P002,2021-09-08,,Active,PayPal,0,USD,209.93
S038043,C04494,P003,2024-02-15,,Active,PayPal,0,EUR,249.95
S038044,C09569,P001,2022-02-18,2022-05-19,Cancelled,PayPal,0,USD,44.97
S038045,C06921,P002,2022-01-11,,Active,PayPal,10,USD,107.96
S038046,C12091,P002,2022-09-23,,Active,Bank Transfer,0,USD,179.94
S038047,C13350,P001,2023-12-24,,Active,Bank Transfer,0,USD,164.89
S038048,C09979,P004,2022-09-30,2023-09-25,Cancelled,PayPal,15,EUR,1019.9
S038049,C00517,P001,2021-07-10,,Active,Bank Transfer,5,USD,128.16
S038050,C00950,P001,2022-05-17,2023-03-13,Cancelled,Bank Transfer,5,USD,142.4
S038051,C07419,P002,2022-06-08,,Active,Bank Transfer,10,USD,53.98
S038052,C02799,P002,2021-05-16,,Active,Credit Card,20,USD,23.99
S038053,C04227,P004,2023-03-23,,Active,Bank Transfer,10,EUR,1079.89
S038054,C10352,P004,2022-01-28,,Active,Bank Transfer,15,USD,594.94
S038055,C06830,P003,2022-08-22,2023-02-18,Cancelled,Credit Card,0,USD,299.94
S038056,C03056,P003,2021-03-28,2021-07-26,Cancelled,Credit Card,0,USD,199.96
S038057,C07100,P001,2024-02-26,,Active,Bank Transfer,0,USD,29.98
S038058,C10150,P004,2022-08-26,2023-07-22,Cancelled,PayPal,0,EUR,1099.89
S038059,C10413,P002,2021-03-28,,Active,Credit Card,0,USD,239.92
S038060,C12177,P004,2023-05-25,,Active,Bank Transfer,0,USD,799.92
S038061,C13667,P004,2022-10-14,,Active,Bank Transfer,0,USD,99.99
S038062,C13612,P004,2023-03-01,,Active,PayPal,10,USD,359.96
S038063,C08970,P004,2024-02-17,,Active,Bank Transfer,0,EUR,399.96
S038064,C11956,P003,2022-05-07,,Active,Credit Card,10,INR,179.96
S038065,C13779,P001,2024-01-23,2024-08-20,Cancelled,Credit Card,5,INR,99.68
S038066,C01521,P003,2022-09-27,2023-05-25,Cancelled,PayPal,0,EUR,399.92
S038067,C07745,P004,2022-09-08,,Active,Credit Card,10,USD,1079.89
S038068,C01448,P004,2023-05-16,,Active,PayPal,0,USD,299.97
S038069,C10382,P002,2021-06-24,2021-09-22,Cancelled,PayPal,20,USD,71.98
S038070,C02029,P001,2022-05-11,,Active,Credit Card,10,USD,161.89
S038071,C12552,P004,2022-08-02,,Active,Bank Transfer,5,USD,949.9
S038072,C08965,P002,2022-07-02,,Active,PayPal,5,EUR,313.4
S038073,C11278,P002,2021-01-01,,Active,Credit Card,10,USD,242.92
S038074,C13836,P003,2021-03-19,,Active,Bank Transfer,20,EUR,79.98
S038075,C03822,P004,2021-12-31,,Active,PayPal,10,USD,449.96
S038076,C01765,P002,2021-11-05,,Active,Credit Card,10,USD,80.97
S038077,C00142,P001,2023-03-16,,Active,Bank Transfer,0,USD,134.91
S038078,C07501,P001,2023-07-02,,Active,Bank Transfer,15,USD,140.16
S038079,C05340,P003,2022-11-24,,Active,Bank Transfer,20,USD,39.99
S038080,C01438,P003,2023-02-04,2023-07-04,Cancelled,PayPal,0,USD,249.95
S038081,C04106,P004,2022-12-06,,Active,Credit Card,0,USD,499.95
S038082,C10619,P003,2024-04-02,,Active,Credit Card,0,USD,449.91
S038083,C06246,P001,2023-05-13,,Active,Credit Card,0,USD,119.92
S038084,C06757,P004,2023-10-29,,Active,Bank Transfer,10,EUR,539.95
S038085,C01571,P002,2022-01-25,,Active,Credit Card,20,EUR,47.98
S038086,C07804,P001,2022-12-14,2023-02-12,Cancelled,Credit Card,10,USD,26.98
S038087,C08308,P003,2021-03-29,,Active,PayPal,20,USD,119.98
S038088,C11134,P002,2022-10-14,,Active,Bank Transfer,15,INR,127.46
S038089,C12261,P002,2021-07-04,,Active,PayPal,5,USD,313.4
S038090,C06497,P004,2022-08-21,,Active,Bank Transfer,0,INR,399.96
S038091,C09619,P004,2021-07-09,2021-11-06,Cancelled,Bank Transfer,0,INR,399.96
S038092,C12153,P004,2021-11-04,,Active,Credit Card,0,USD,199.98
S038093,C12334,P002,2021-04-10,,Active,Credit Card,0,USD,179.94
S038094,C04506,P002,2022-06-03,,Active,Credit Card,0,INR,359.88
S038095,C11330,P002,2022-01-07,2022-10-04,Cancelled,Bank Transfer,0,EUR,269.91
S038096,C03297,P001,2023-10-04,2024-03-02,Cancelled,Bank Transfer,5,USD,71.2
S038097,C08190,P003,2023-09-23,,Active,Credit Card,0,USD,399.92
S038098,C03962,P002,2023-10-02,,Active,PayPal,20,USD,47.98
S038099,C09858,P003,2024-03-04,,Active,PayPal,10,EUR,494.9
S038100,C08143,P004,2022-11-25,,Active,Bank Transfer,5,EUR,284.97
S038101,C10243,P003,2023-12-28,2024-11-22,Cancelled,Credit Card,0,INR,549.89
S038102,C10818,P003,2022-11-08,2023-08-05,Cancelled,PayPal,5,USD,427.41
S038103,C11215,P004,2023-09-27,,Active,PayPal,0,USD,399.96
S038104,C01757,P003,2023-05-14,,Active,Credit Card,0,INR,549.89
S038105,C03441,P002,2023-06-01,2023-11-28,Cancelled,Credit Card,10,USD,161.95
S038106,C09804,P004,2022-06-09,,Active,Credit Card,0,USD,199.98
S038107,C14784,P002,2022-12-10,2023-06-08,Cancelled,Credit Card,5,EUR,170.94
S038108,C00403,P003,2024-02-02,2024-05-02,Cancelled,Credit Card,15,INR,127.47
S038109,C04026,P002,2023-03-04,2023-10-30,Cancelled,PayPal,0,USD,239.92
S038110,C10945,P003,2023-05-25,,Active,Credit Card,0,INR,349.93
S038111,C06241,P001,2023-01-10,,Active,Credit Card,20,USD,107.93
S038112,C01212,P004,2021-06-28,,Active,PayPal,10,USD,809.92
S038113,C10488,P001,2023-01-04,,Active,Credit Card,5,INR,170.89
S038114,C08700,P001,2023-12-05,2024-02-03,Cancelled,Bank Transfer,10,EUR,26.98
S038115,C00931,P002,2023-07-21,,Active,Credit Card,5,USD,113.96
S038116,C06330,P003,2021-12-23,,Active,Credit Card,10,INR,179.96
S038117,C12310,P002,2021-07-06,,Active,PayPal,10,USD,80.97
S038118,C14588,P004,2022-05-17,,Active,Credit Card,0,EUR,1199.88
S038119,C14587,P003,2023-12-03,,Active,PayPal,20,USD,119.98
S038120,C02999,P004,2024-03-16,2024-10-12,Cancelled,PayPal,15,USD,594.94
S038121,C02259,P002,2023-05-15,,Active,Bank Transfer,5,USD,142.45
S038122,C01151,P001,2023-07-29,,Active,PayPal,0,INR,119.92
S038123,C07170,P002,2022-02-04,,Active,Credit Card,0,INR,29.99
S038124,C02620,P001,2022-06-16,2022-10-14,Cancelled,PayPal,10,USD,53.96
S038125,C07787,P003,2022-09-09,,Active,Bank Transfer,0,EUR,349.93
S038126,C02009,P002,2023-12-31,,Active,Credit Card,10,USD,161.95
S038127,C00247,P002,2023-11-21,,Active,PayPal,10,USD,323.89
S038128,C05031,P004,2023-05-20,2023-08-18,Cancelled,Bank Transfer,15,USD,254.97
S038129,C05850,P004,2022-02-10,2022-04-11,Cancelled,Bank Transfer,10,USD,179.98
S038130,C00163,P002,2023-04-11,,Active,Bank Transfer,20,EUR,191.94
S038131,C05211,P001,2022-08-21,,Active,PayPal,0,USD,59.96
S038132,C10393,P004,2022-04-06,,Active,Credit Card,0,USD,899.91
S038133,C01240,P004,2023-04-27,2023-06-26,Cancelled,PayPal,0,USD,199.98
S038134,C07773,P002,2021-08-21,2021-12-19,Cancelled,Credit Card,0,INR,119.96
S038135,C14068,P004,2021-07-04,,Active,PayPal,0,INR,299.97
S038136,C04889,P003,2023-03-26,,Active,PayPal,10,INR,314.94
S038137,C10827,P004,2023-11-29,2024-02-27,Cancelled,PayPal,0,USD,299.97
S038138,C02571,P004,2022-09-06,2022-12-05,Cancelled,Credit Card,0,USD,299.97
S038139,C01639,P001,2022-09-11,,Active,Bank Transfer,0,EUR,44.97
S038140,C14972,P004,2021-11-08,,Active,Bank Transfer,0,USD,199.98
S038141,C07818,P002,2023-05-23,,Active,Bank Transfer,0,USD,359.88
S038142,C09779,P003,2021-07-01,,Active,PayPal,5,EUR,94.98
S038143,C11222,P001,2021-07-04,2021-11-01,Cancelled,PayPal,0,USD,59.96
S038144,C11531,P003,2021-10-11,,Active,Credit Card,5,USD,189.96
S038145,C07273,P002,2022-04-25,2023-04-20,Cancelled,Credit Card,0,USD,359.88
S038146,C05694,P003,2022-05-12,,Active,PayPal,0,USD,49.99
S038147,C08208,P001,2023-02-01,2023-07-31,Cancelled,Bank Transfer,0,USD,89.94
S038148,C08340,P003,2023-10-01,,Active,Credit Card,0,INR,449.91
S038149,C07777,P002,2023-03-23,2023-09-19,Cancelled,Credit Card,0,INR,179.94
S038150,C01273,P004,2021-06-13,,Active,Bank Transfer,15,USD,594.94
S038151,C01824,P004,2024-02-16,,Active,PayPal,15,EUR,169.98
S038152,C04273,P003,2022-09-17,,Active,Credit Card,0,INR,549.89
S038153,C12302,P003,2021-12-07,,Active,PayPal,0,USD,99.98
S038154,C03327,P002,2022-12-03,,Active,Credit Card,5,USD,256.41
S038155,C01000,P004,2021-01-17,,Active,Credit Card,10,USD,719.93
S038156,C00658,P002,2023-11-15,2024-07-12,Cancelled,Bank Transfer,0,INR,239.92
S038157,C10493,P004,2021-06-01,,Active,Credit Card,10,USD,269.97
S038158,C06940,P002,2021-09-01,,Active,Credit Card,10,USD,134.95
S038159,C02737,P004,2022-12-14,,Active,PayPal,5,EUR,94.99
S038160,C06023,P001,2021-05-07,,Active,Credit Card,20,INR,131.91
S038161,C11471,P002,2022-04-23,,Active,Credit Card,10,USD,26.99
S038162,C14228,P003,2023-01-20,,Active,Bank Transfer,0,USD,249.95
S038163,C11582,P003,2022-04-21,,Active,Credit Card,5,USD,569.89
S038164,C04572,P003,2022-08-09,,Active,Credit Card,10,USD,314.94
S038165,C13033,P004,2021-07-25,2022-03-22,Cancelled,Credit Card,0,EUR,799.92
S038166,C05892,P004,2023-01-06,2023-02-05,Cancelled,PayPal,20,USD,79.99
S038167,C08565,P003,2023-11-30,,Active,PayPal,0,EUR,299.94
S038168,C03955,P002,2022-08-06,,Active,Bank Transfer,20,EUR,95.97
S038169,C11921,P004,2021-10-27,,Active,Bank Transfer,0,USD,899.91
S038170,C01387,P004,2021-04-04,,Active,PayPal,20,INR,319.97
S038171,C06479,P003,2021-10-04,,Active,PayPal,10,EUR,89.98
S038172,C09824,P004,2021-04-06,2021-12-02,Cancelled,Credit Card,0,USD,799.92
S038173,C13491,P004,2021-08-20,2022-01-17,Cancelled,Bank Transfer,0,USD,499.95
S038174,C05256,P004,2023-05-16,,Active,Credit Card,15,USD,509.95
S038175,C11545,P001,2021-01-25,,Active,Bank Transfer,20,EUR,35.98
S038176,C09045,P002,2021-12-06,2022-04-05,Cancelled,PayPal,5,EUR,113.96
S038177,C02932,P003,2021-05-16,2022-04-11,Cancelled,Bank Transfer,5,USD,522.4
S038178,C03641,P001,2022-09-17,2023-06-14,Cancelled,Credit Card,0,EUR,134.91
S038179,C06437,P002,2023-03-06,,Active,Bank Transfer,15,INR,254.91
S038180,C04846,P003,2023-02-08,,Active,Bank Transfer,5,USD,427.41
S038181,C12293,P002,2023-03-05,,Active,PayPal,0,USD,269.91
S038182,C02896,P002,2023-11-17,,Active,Bank Transfer,5,INR,142.45
S038183,C12629,P002,2021-05-31,,Active,Credit Card,10,USD,323.89
S038184,C03213,P002,2021-05-03,2022-02-27,Cancelled,PayPal,20,USD,239.92
S038185,C11793,P002,2022-12-08,2023-12-03,Cancelled,PayPal,0,USD,359.88
S038186,C02735,P004,2022-09-19,,Active,Credit Card,10,EUR,269.97
S038187,C01575,P003,2021-08-24,2021-09-23,Cancelled,PayPal,5,EUR,47.49
S038188,C13258,P001,2021-02-03,2021-04-04,Cancelled,Bank Transfer,0,USD,29.98
S038189,C05261,P004,2022-10-30,,Active,Bank Transfer,0,INR,199.98
S038190,C02853,P001,2023-05-13,,Active,Bank Transfer,20,USD,95.94
S038191,C00263,P002,2021-08-22,,Active,Bank Transfer,10,EUR,323.89
S038192,C06347,P004,2023-04-03,2023-08-31,Cancelled,Credit Card,10,USD,449.96
S038193,C08559,P001,2022-12-23,,Active,Credit Card,10,EUR,67.46
S038194,C06051,P001,2023-09-06,,Active,Bank Transfer,0,EUR,74.95
S038195,C04927,P003,2021-04-28,,Active,Bank Transfer,15,USD,339.93
S038196,C06645,P003,2021-11-01,2021-12-31,Cancelled,Credit Card,15,EUR,84.98
S038197,C07516,P002,2021-03-12,,Active,Credit Card,10,USD,80.97
S038198,C13822,P001,2022-03-07,,Active,PayPal,0,USD,164.89
S038199,C06587,P004,2023-03-01,,Active,Bank Transfer,15,EUR,849.92
S038200,C08881,P001,2023-07-30,,Active,Bank Transfer,20,EUR,95.94
S038201,C02761,P002,2021-05-24,,Active,Credit Card,5,USD,199.43
S038202,C04099,P004,2023-02-10,,Active,Credit Card,0,USD,1099.89
S038203,C04530,P003,2021-06-02,,Active,PayPal,0,INR,449.91
S038204,C06866,P004,2021-02-10,,Active,Credit Card,5,USD,379.96
S038205,C00405,P004,2023-11-15,2024-06-12,Cancelled,PayPal,10,USD,629.94
S038206,C02353,P001,2024-01-14,,Active,PayPal,15,USD,12.74
S038207,C05527,P001,2023-04-04,2024-01-29,Cancelled,PayPal,20,USD,119.92
S038208,C11381,P003,2022-04-13,,Active,PayPal,5,INR,569.89
S038209,C07939,P001,2021-05-31,,Active,Credit Card,10,USD,94.44
S038210,C14441,P004,2021-09-23,,Active,Bank Transfer,20,INR,959.9
S038211,C04677,P002,2022-08-14,,Active,PayPal,10,INR,242.92
S038212,C06962,P002,2022-06-26,,Active,PayPal,10,USD,242.92
S038213,C09177,P004,2024-03-07,,Active,PayPal,10,EUR,899.91
S038214,C13245,P002,2022-03-16,2022-12-11,Cancelled,PayPal,15,USD,229.42
S038215,C00392,P003,2023-03-17,,Active,PayPal,10,INR,44.99
S038216,C02931,P001,2022-04-28,,Active,Bank Transfer,0,USD,149.9
S038217,C04481,P001,2022-07-27,2022-09-25,Cancelled,Credit Card,20,USD,23.98
S038218,C12923,P004,2022-12-26,,Active,Credit Card,20,INR,559.94
S038219,C08570,P002,2023-11-22,,Active,PayPal,0,EUR,149.95
S038220,C04619,P002,2021-02-20,2022-02-15,Cancelled,PayPal,0,EUR,359.88
S038221,C11948,P003,2021-01-04,,Active,Credit Card,0,INR,599.88
S038222,C08761,P004,2023-06-27,,Active,PayPal,0,USD,799.92
S038223,C13650,P003,2021-01-20,,Active,Bank Transfer,15,USD,169.97
S038224,C04348,P004,2022-01-07,,Active,Bank Transfer,10,INR,989.9
S038225,C03539,P003,2021-04-23,,Active,Bank Transfer,20,INR,359.93
S038226,C01729,P001,2024-01-31,,Active,PayPal,0,USD,59.96
S038227,C01080,P002,2022-01-06,,Active,Credit Card,20,INR,263.91
S038228,C13055,P003,2022-05-09,,Active,Credit Card,5,USD,474.9
S038229,C06378,P002,2024-03-18,,Active,Credit Card,0,USD,269.91
S038230,C02822,P003,2023-03-11,,Active,Credit Card,5,USD,379.92
S038231,C10271,P002,2023-05-02,,Active,PayPal,20,USD,287.9
S038232,C10448,P004,2021-08-30,2022-07-26,Cancelled,Credit Card,15,USD,934.91
S038233,C03208,P004,2022-08-08,,Active,PayPal,10,USD,989.9
S038234,C11863,P003,2021-07-08,,Active,Bank Transfer,10,USD,44.99
S038235,C05541,P004,2024-01-31,,Active,Credit Card,0,USD,899.91
S038236,C08547,P001,2024-03-28,,Active,Credit Card,10,USD,134.91
S038237,C03258,P003,2022-01-22,,Active,Bank Transfer,10,EUR,494.9
S038238,C10950,P004,2023-07-25,2023-09-23,Cancelled,Credit Card,10,USD,179.98
S038239,C02328,P003,2023-05-29,2023-10-26,Cancelled,Credit Card,10,EUR,224.96
S038240,C11254,P004,2022-02-19,2023-02-14,Cancelled,PayPal,0,USD,1199.88
S038241,C00016,P001,2021-11-08,2022-09-04,Cancelled,PayPal,0,USD,149.9
S038242,C04069,P004,2022-02-28,2022-06-28,Cancelled,PayPal,0,USD,399.96
S038243,C00513,P003,2023-06-09,,Active,Credit Card,0,USD,399.92
S038244,C02636,P002,2022-11-19,2023-11-14,Cancelled,Credit Card,0,USD,359.88
S038245,C02233,P004,2023-12-29,,Active,PayPal,0,USD,599.94
S038246,C08998,P003,2023-10-17,,Active,PayPal,0,USD,149.97
S038247,C08566,P002,2023-11-16,,Active,Bank Transfer,15,USD,152.95
S038248,C05420,P004,2024-04-10,,Active,PayPal,0,USD,799.92
S038249,C08379,P002,2022-06-26,,Active,Credit Card,0,USD,269.91
S038250,C03112,P002,2022-01-29,2022-05-29,Cancelled,PayPal,15,USD,101.97
S038251,C08377,P004,2021-07-23,2021-10-21,Cancelled,Credit Card,5,EUR,284.97
S038252,C09142,P004,2021-04-05,2021-12-31,Cancelled,PayPal,10,USD,809.92
S038253,C04484,P002,2022-04-14,2023-02-08,Cancelled,Bank Transfer,0,USD,299.9
S038254,C05396,P001,2023-07-18,,Active,Bank Transfer,10,USD,26.98
S038255,C07374,P004,2023-02-23,2023-04-24,Cancelled,PayPal,0,EUR,199.98
S038256,C02439,P004,2022-03-15,,Active,Bank Transfer,5,USD,1139.89
S038257,C00507,P003,2022-06-22,,Active,Credit Card,15,EUR,297.44
S038258,C13932,P002,2021-08-13,2022-02-09,Cancelled,Credit Card,10,EUR,161.95
S038259,C10898,P001,2022-01-21,,Active,PayPal,5,INR,56.96
S038260,C02241,P002,2023-11-16,,Active,Bank Transfer,5,USD,142.45
S038261,C00899,P001,2023-04-04,2024-01-29,Cancelled,Credit Card,0,INR,149.9
S038262,C14946,P003,2021-12-23,2022-12-18,Cancelled,PayPal,0,USD,599.88
S038263,C03577,P003,2023-03-05,,Active,Credit Card,0,USD,449.91
S038264,C05195,P004,2023-01-07,,Active,Credit Card,0,USD,999.9
S038265,C06163,P003,2024-04-02,2025-03-28,Cancelled,Credit Card,10,USD,539.89
S038266,C10819,P001,2023-09-06,,Active,Bank Transfer,20,USD,59.96
S038267,C08804,P002,2022-02-20,2022-05-21,Cancelled,PayPal,0,EUR,89.97
S038268,C00195,P004,2021-09-19,2022-04-17,Cancelled,Bank Transfer,5,EUR,664.93
S038269,C04244,P003,2022-08-03,,Active,Bank Transfer,20,USD,479.9
S038270,C00614,P001,2021-09-08,,Active,PayPal,15,USD,127.42
